41100000,815,6,2
10501140,2,0,0
100004160,163,6,4
55500000,1463,52,14
100001460,8,0,0
26006820,2,0,0
1802100,432,5,0
12719820,12,0,0
12300240,21,0,0
22800060,29,0,0
26018460,31,0,0
10501980,8,0,0
12715260,54,0,0
13101300,35,0,0
2702220,243,2,2
12900180,15,0,0
26023980,5,0,0
45200040,216,0,1
28718100,308,3,0
56300160,125,3,0
12716700,36,5,3
7005660,1,0,0
36000060,319,16,3
32601000,22,1,0
26019900,2,0,0
12900360,174,29,5
4804140,30,0,0
13104960,21,1,0
13101360,3,0,0
12712320,6,0,0
14100120,2,0,0
28721820,85,2,0
8902500,38,0,0
35104500,2,0,0
3801060,695,16,5
25700340,4,0,0
26402340,477,9,4
26500560,16,0,0
26026800,49,0,0
17302980,51,3,0
3600900,11,0,0
25504860,1,0,0
28722120,249,12,3
7100400,75,0,0
6500940,120,0,0
26028060,3,0,0
15100140,996,14,5
31501020,966,4,4
1700940,664,7,11
17301720,93,2,0
21411480,428,5,1
25501260,2,0,0
17400180,31,2,0
12706620,17,0,0
1002900,5,0,0
28717320,4,0,0
16000440,7,0,0
2501160,3,0,0
20000580,20,1,1
10502220,1,0,0
100014540,7,0,0
13102980,1,0,0
28719180,354,8,2
12202200,110,0,0
33000600,17,0,0
3101100,132,1,0
17300760,3973,388,102
10502760,4,0,0
31501200,91,0,0
38500320,19,3,0
100022160,1,0,0
26500620,209,3,0
28900020,887,19,2
4400580,141,0,0
8902740,181,1,0
9101640,79,2,1
1305840,13,0,0
25700580,9,0,0
8800800,40,0,0
26000160,47,2,2
5300640,949,52,8
10301520,16,0,0
26404620,36,0,0
17602020,4,0,0
24600480,41,1,0
7200420,14,0,0
10301340,8,0,0
100014420,7,1,0
10503540,5,0,0
26020680,61,1,0
3100320,622,37,4
28102020,236,6,2
12711420,27,0,0
25509720,1,0,0
7203540,4,0,0
26800080,102,0,2
3701580,101,0,0
11100000,240,6,3
13300380,3,0,0
4300260,5127,183,50
46800000,397,0,0
100006380,5,0,0
9100560,10,0,0
2702520,83,2,0
21406800,57,0,0
42600060,304,3,1
100014660,1,0,0
28712160,17,0,0
26400180,1559,28,13
15800220,134,1,0
100006860,3,0,0
24601380,9,0,0
12711540,5,0,0
26205540,29,1,0
45100020,1,0,0
100016160,20,0,0
40600080,18,0,0
52900080,102,1,0
12714540,24,1,0
100015200,107,0,0
13902900,8,0,0
23700120,246,16,5
29502840,96,2,0
6902940,35,0,0
26203380,40,0,0
25001400,5,0,0
17302680,1,0,0
23300520,138,0,0
24100260,30,1,0
17700480,1,0,0
45602520,120,3,1
100025580,12,0,0
100000200,8,0,0
12000240,63,0,0
45602460,1084,11,4
7203780,14,1,0
21900480,3,0,0
28101180,61,0,0
12201960,54,0,0
24100080,44,2,0
44900040,44,0,0
5400780,78,5,0
20900160,2,0,0
19300020,694,23,6
15400200,256,2,1
13901280,12,0,0
5301360,9,0,0
2900400,68,2,0
2600940,1113,33,8
18300600,235,2,2
100007160,97,2,1
21407580,17,0,0
44800080,18,0,0
100005180,4,0,0
13500120,2,0,0
35600100,37,0,0
28102260,19,0,0
17301060,861,55,12
30901080,443,19,4
4804080,21,0,0
12201660,17,0,0
28103040,6,0,0
17500080,57,1,1
8300400,41,2,1
100020840,6,0,0
12707100,12,0,0
26003820,11,0,0
38300100,10,0,0
12709380,62434,5519,1473
22900380,2,0,0
25502160,2,0,0
24601800,4,0,0
17500860,1,0,0
12716040,2,0,0
42400020,457,16,2
26003040,2,0,0
100012440,1,0,0
19800000,36,0,0
28300560,63,1,0
6600900,46,2,0
7005600,13,0,0
17302440,67,0,0
100019880,2,0,0
6301380,29,1,0
26204160,34,0,0
1307520,8719,211,57
5100420,36,0,0
12709500,45,7,0
5800620,66,1,0
38700000,30,0,0
26405280,7,0,0
3901020,6,0,0
12720060,182,0,0
14701680,14,0,0
100007520,4,0,0
16700640,33,0,0
28800180,28,0,0
36000000,79,8,1
16200480,16,0,0
3900420,65,3,0
26403240,777,11,6
15500220,4,0,0
25508340,24,0,0
21412080,28,0,0
28721160,70,0,0
22700100,119,2,0
17600100,118,3,0
16000380,88,1,0
51400020,287,19,6
100013220,42,2,0
4502220,30,0,0
26400300,480,7,1
12718440,38,0,0
16800360,9,0,0
25510080,128,1,0
17301660,105,2,0
3800820,1,0,0
17600160,113,2,1
12700800,8,0,0
29800020,424,11,5
13102320,7,0,0
18000960,814,19,7
43900020,439,10,1
14200380,46,0,0
13800420,405,9,2
12716400,32,0,0
28300740,187,1,1
26300280,37,0,0
5100660,219,7,3
26004840,2,0,0
12710640,28,0,0
20000160,23,1,0
4502520,28,0,0
54900000,5855,81,30
10503060,17,0,0
32601240,16,0,0
19002660,8,0,0
100019460,1,0,0
26008920,3,0,0
17601000,19,0,0
21409620,205,2,0
100000320,189,12,4
28704360,281,3,1
100005360,13,2,1
45601020,2,0,0
6201360,18,0,0
4700400,599,11,5
26601240,8,0,0
7005480,8,0,0
25503900,2,0,0
100004580,12,0,0
17302620,155,7,0
12719520,778,71,26
18000180,198,1,0
44800140,10,0,0
15902280,9,0,0
26404140,211,8,2
27201780,1,0,0
50900100,25,1,0
2601960,12,0,0
28711560,3,0,0
2700480,65,3,0
15900300,27,0,0
3100680,45,1,0
12704700,28,0,0
12718080,65,1,0
7004100,16,0,0
3601020,1519,126,20
19000260,5,0,0
32403240,1,0,0
48900000,2,0,0
100006260,24,0,0
7900440,2862,195,64
1201560,123,1,1
5100780,374,10,2
12500700,527,8,5
28716240,239,12,2
24400440,11,0,0
1480680,2856,36,18
10101060,2,0,0
7700040,65,1,0
100024080,1,0,0
21800040,87,2,0
28717860,162,3,1
21411420,68,0,0
28712580,2,0,0
1700580,26,0,0
26400360,144,3,1
25500000,7,0,0
35103960,1,0,0
10600020,106,1,1
26500320,122,0,0
13902420,238,7,2
13104720,12,0,0
10800180,1105,44,6
27700080,14,0,0
45602400,1,0,0
28716480,36,0,1
39100020,37,0,0
100002120,21,0,0
12301080,4,0,0
17400240,11,1,0
26017200,1,0,0
26011380,2,0,0
12711000,102,11,3
50300100,2,0,0
13901460,4,0,0
12701100,39,0,0
21403620,19,0,0
100022400,35,0,0
12705000,20,1,0
26402280,88,2,0
15902100,9,0,0
26000280,12,5,1
12713400,89,1,0
21400740,349,2,3
38600040,16,0,0
21410640,87,2,1
8902260,57,0,0
2402580,31,0,0
5800500,2,0,0
12710400,195,8,0
21401340,7,0,0
10800000,810,10,1
26700120,54,0,0
45600600,3,0,0
32701140,12,0,0
12900060,66,9,0
1480560,1,0,0
100023720,2,0,0
21800100,83,2,5
14100540,50,1,0
100019940,1,0,0
21407280,820,19,6
21900000,15,0,0
21409140,47,0,0
16600260,199,3,1
28101000,5941,206,33
28722240,113,3,0
100011480,33,3,0
4502160,77,3,1
17800200,21,0,0
26206020,52,0,0
17600520,75,3,1
10503120,43,1,0
12301140,5,0,0
8901420,964,23,6
1306260,3,0,0
16000740,16,0,0
3901140,3,0,0
19001460,2,0,0
38500080,8,0,0
31501080,179,1,0
17302200,130,5,1
21100380,64,0,0
26205060,72,1,0
100020420,40,0,0
12202620,11,0,0
100006980,52,0,0
24601020,4,0,0
27700140,498,37,3
26018640,4,0,0
26203500,298,0,0
29502300,156,10,4
13500360,149,0,0
47200140,13,0,0
24700200,25,0,0
12703680,59,1,1
15901800,8,0,0
17400300,32,0,0
20500620,32,0,0
25510200,40,1,0
26404320,73,0,0
12714180,41,0,0
21405180,96,0,0
100023660,12,0,0
33100080,79,0,0
6201000,137,8,2
18300360,4,0,0
19800060,160,18,7
4500000,619,27,9
4200900,33,0,0
8200020,39,1,1
41300100,64,2,0
26004360,5,0,0
7202940,65,0,0
12719760,88,5,2
35101080,2,0,0
13105320,37,0,0
18900060,27,0,0
10502820,7,0,0
13900920,21,0,0
5801280,46,4,0
25200240,50,0,0
15201300,1375,47,11
35200680,41,0,0
27200820,16,0,0
27200340,4,0,0
19200000,112,5,1
26027040,3,0,0
28704600,164,1,1
4803420,228,0,0
29502120,6,0,0
100018440,8,0,0
5100600,550,6,1
23800020,5,0,0
47200200,185,3,0
12720180,153,5,1
9400020,156,3,1
26200740,57,0,0
28710120,23,0,0
100010520,6,0,0
100003080,3,0,0
18500040,87,2,2
40300020,273,2,2
24800280,17,1,0
28717140,56,0,0
38300160,46,2,1
100028280,3,0,0
26025660,6,0,0
9002820,46,0,0
23301060,168,2,0
2402220,27,1,0
27700260,3,0,0
16000020,38,1,0
41800020,9,0,0
38100060,26,1,0
2402280,66,2,1
28701420,3,0,0
1306740,25,0,0
50500020,8,0,0
28401180,58,0,0
100023180,1,0,0
6800220,647,10,2
25300020,32,0,0
25502580,1,0,0
29502420,7,0,0
10301640,10,0,0
100011540,49,2,1
7901040,64,0,0
37500360,10,0,0
6300300,254,7,1
55300020,7,0,0
100026120,10,0,0
26204040,1,0,0
100009920,294,20,6
2602200,271,4,1
9001200,316,29,6
28400760,85,2,1
11000160,23,1,0
14701020,23,0,0
27700440,2,0,0
16100100,34,0,0
16700460,69,0,0
4803060,6,0,0
17302860,3008,87,33
100024860,9,0,0
5301240,2062,34,10
52900200,171,3,1
28715520,18,0,0
21408840,24,0,0
100012260,25,0,0
50700060,6,0,0
12701160,3,0,0
10400700,41,0,0
17601420,7,0,0
16001220,38,0,0
18900000,56,2,0
100017540,50,0,0
17300220,62,1,1
26300160,353,0,0
27600000,10,0,0
17800740,341,7,1
30900120,144,1,0
100017180,19,0,0
6801360,138,0,0
1701480,594,4,3
17900280,52,0,0
42300060,5511,111,38
10201260,289,6,1
28102140,42,0,0
41300220,44,0,0
19000860,2,0,0
24800220,1,0,0
26204880,71,1,1
100020480,11,0,0
25100340,763,20,6
13400460,40,1,0
3701460,1952,32,10
6301440,82,1,0
6100080,411,19,4
28102620,27,0,0
31600500,104,3,0
13000200,150,3,0
26204220,18,1,0
4502820,4,0,0
4200720,496,12,6
16000500,12,0,0
9700020,22,0,0
37100040,1,0,0
11500140,1,0,0
12718020,13,0,0
14700720,66,2,0
3801180,567,8,3
22700940,4231,41,13
26900040,154,0,0
27700620,1,0,0
15500280,121,1,0
7201260,5,0,0
12718500,3,0,0
5701020,2485,113,29
33300000,66,0,0
12704100,4,0,0
24601080,4,0,0
100003260,22,0,0
7101600,68,3,2
12300960,106,0,0
3701280,219,5,1
35102100,3,0,0
2402160,8,0,0
13700160,2719,32,6
20100180,189,4,2
7005900,48,1,0
12712260,37,1,0
19001820,2,0,0
100001340,4,0,0
26027820,3,1,0
13101180,69,4,0
22900080,132,4,0
100024680,14,0,0
28705200,15,2,1
27201480,14,0,0
28717980,161,1,0
3100800,952,19,5
4100220,2,0,0
37200300,411,5,3
35103420,1,0,0
26022120,14,1,0
47000040,637,13,9
13104600,29,2,0
29200020,32,4,0
14000220,1,0,0
26200140,3537,94,39
28000020,1304,20,17
24100320,63,3,1
8801040,903,29,5
1480440,31,0,0
9800640,160,1,1
19600260,12,0,0
1307040,158,1,0
22700280,135,3,2
34200060,34,0,0
2702460,9,0,0
35103660,1,0,0
5600100,1233,53,12
14701320,169,2,1
26200980,7,2,0
12712980,12,1,0
28100280,6,0,0
32401860,32,0,0
9100740,20,1,0
26014620,2,0,0
21409380,63,1,0
17700900,24,0,0
9800340,123,6,2
20900580,24,1,0
26020020,8,0,0
6000240,252,1,0
6302220,34,0,0
13400280,83,0,0
26401920,12,0,0
1307460,127,0,0
37500120,3,0,0
9002640,37,1,0
27200160,6,0,0
6201120,56,1,0
26003520,9,0,0
13902000,1,0,0
17200620,124,0,0
21406380,45,0,0
16800540,79,0,0
10500660,30,0,0
4200540,3224,78,11
21403920,122,5,0
17302920,175,3,1
17100120,31,0,0
37400040,8,1,1
11200260,407,26,4
12702060,43,2,0
8901840,20,0,0
26404380,62,1,0
18900240,22,0,0
28708740,119,0,0
26007900,4,0,0
28720380,105,1,0
11900100,111,0,0
9101040,5,0,0
56700000,2360,93,20
50400000,74,4,0
26027580,20,1,0
26402640,42,1,0
35104920,12,0,0
11100060,114,0,0
1700760,254,1,0
26011920,12,0,0
12701280,437,7,1
5301780,110,2,0
2501580,283,7,2
12500040,2335,98,25
50100060,260,2,0
32402040,3,0,0
21900300,6,0,0
26500500,117,1,0
7005180,38,0,0
13300620,570,29,3
28700160,1,0,0
26205360,134,1,0
25300320,24,0,0
19002120,1,0,0
62000040,292,2,0
26013840,3,0,0
17500800,4,0,0
100019160,1,0,0
13901640,17,0,0
4502100,52,0,0
17300040,150,5,1
26017380,19,2,0
43200120,134,0,0
12800820,5,0,0
12703380,95,0,3
24900180,27,0,0
12702840,8,0,0
9002160,2,0,0
8800500,3,0,0
32401740,19,0,0
28000200,48,4,0
100017300,1,0,0
13901520,3,0,0
12704340,12,0,0
30900000,72,2,0
26300700,3,0,0
100013400,32,0,0
26600040,480,14,6
14400000,227,3,2
21408120,82,0,0
35800020,574,2,1
3100560,308,2,1
45601620,77,0,0
12706200,148,7,1
43100040,31,0,0
21900060,13,0,0
7004580,6,0,0
26203320,561,9,4
17500920,31,1,0
26024640,4,0,0
21401040,8,0,0
45600660,2,0,0
28720440,42,0,0
17200740,8,0,0
13903140,7,0,0
27800040,87,0,0
100012500,8,0,0
26017860,35,1,0
19002180,42,0,0
39000120,31,0,0
100006800,118,1,0
21000300,4,0,0
28716420,549,25,9
28721520,80,1,1
32401620,75,2,0
14701980,722,4,0
44400240,127,1,0
27200220,57,0,0
7200720,2,0,0
25700160,30,0,0
10503000,75,3,0
18100320,5,0,0
21400140,22,2,2
26026560,17,1,0
100010820,2,0,0
30901020,433,11,1
20100240,34,2,0
45600540,26,0,0
25500060,5,0,0
23000100,160,6,1
32701200,106,7,0
26027400,10,0,1
45601560,4,0,0
12707040,1,0,0
12800040,28,2,0
2601840,94,0,0
28704480,363,6,1
100015680,4,0,0
57100080,461,4,0
19100040,45,1,1
6902460,37,0,0
21401220,95,0,0
20100300,345,7,1
16701000,47,1,0
26600640,10,0,0
1600260,1,0,0
1004460,1153,7,2
100018320,4,0,0
20900760,45,2,0
13901220,18,0,0
12711120,16,0,0
38100000,15,0,0
27701160,14,0,0
8500140,5879,720,130
100006140,14,0,0
7600500,59,0,0
26004540,4,0,0
38500380,13,1,0
11700360,132,6,0
32801100,546,5,2
16200060,49,0,0
28101120,72,0,0
18301020,47,0,0
11700060,47,0,0
26404980,3,0,0
46900020,31,0,0
6201180,82,1,0
20300040,72,4,6
12711300,36,0,2
13103400,92,0,0
40200420,910,53,8
26024160,16,0,0
45602280,15,0,0
100010940,4,0,0
26300100,8232,409,152
7005720,68,0,0
20500440,24,0,0
12901080,4,0,0
26016840,8,0,0
8700360,105,3,0
6801120,61,0,0
12720120,26,3,0
28713300,103,0,1
1401660,7,0,0
100003500,10,0,0
5400660,153,4,0
18001140,1,0,0
100023480,22,0,0
1306920,3351,95,32
2500740,272,4,0
100023900,1,0,0
5300220,30,0,0
11600040,358,3,3
26000460,7,0,0
25100280,33,1,0
6902580,3,0,0
100005660,15,0,0
13102440,43,0,0
25509240,3,0,0
21404820,5,0,0
28718160,175,2,1
4501380,15,0,0
20000460,9,0,0
12702720,19,1,1
28715580,223,1,0
42300000,743,8,0
50000040,9,0,0
27600360,44,1,0
26200080,1026,26,11
12201900,55,1,0
15900180,13,0,0
15100020,1599,14,6
17500980,1,0,0
4803780,2454,41,12
2401440,56,2,0
30000060,1,0,0
12202020,45,2,0
58600080,36,0,0
12711720,23,1,0
17300400,1766,83,18
5100540,617,14,3
4000200,673,7,1
28710600,10,0,0
14700240,50,0,0
32401980,11,0,0
29502660,32,3,0
21407940,39,0,0
100019280,303,15,5
5800560,3582,166,55
26401440,63,0,0
21403740,52,0,0
100022940,2,0,0
22700700,271,2,0
17601660,14,0,0
4300080,160,1,1
10101120,13,0,0
2800440,1756,77,19
21406260,87,1,1
27700980,66,0,0
10504020,13,0,0
4800480,3,0,0
3700560,236,3,3
7002180,74,0,0
24100020,7,0,0
6000180,1051,15,9
26024820,12,0,0
5000520,101,0,0
2401380,5,0,0
60300000,596,24,7
19001940,2,0,0
100010700,54,0,0
100013100,2,0,0
12300780,12,0,0
10503480,20,0,0
100004820,357,5,1
13400400,359,5,2
38600160,19,0,0
28701240,111,0,0
24601560,2,0,0
100011000,68,1,1
100015860,1,0,0
26012580,18,0,0
21400620,445,14,6
4400520,1345,41,10
12714720,316,16,1
12718140,6,0,0
3100500,2596,92,28
25501080,6,0,0
10101180,17,0,0
31501140,204,0,0
1600620,1612,80,17
1701300,320,14,5
26022480,7,0,0
3200280,3733,73,32
10101420,26,2,1
21400380,24,0,0
23900340,44,0,0
21100440,2,0,0
3200460,187,4,4
100001760,114,5,3
37100160,3,0,0
25200420,29,1,0
26012100,9,0,0
17500020,3,0,0
28708440,55,0,0
17301360,260,24,2
14700120,569,3,0
12700440,264,6,4
26024460,3,0,0
16200180,218,10,4
1600560,1,0,0
28719480,1277,42,16
8000280,2,0,0
13000080,5,0,0
29500080,756,17,4
21408960,27,0,0
21411660,25,0,0
40300080,27,0,0
23300400,1068,18,6
34200240,5,0,0
24700560,1,0,0
1004940,5327,203,72
26403780,100,14,3
26204700,166,3,3
5801520,128,1,0
37500720,25,0,0
9002340,30,2,0
12704160,3,0,0
13800360,171,13,5
18001620,19,0,0
28703700,18,0,0
21404880,28,0,0
25500240,33,2,1
100014480,19,1,0
15200580,431,29,12
5400600,2,0,0
14701500,96,0,0
11400720,60,0,0
17300100,10,0,0
12800700,12,0,0
42100020,2,0,0
26400540,1740,52,27
12800100,157,21,4
26600820,1,0,0
2240040,203,1,0
39000000,6,0,0
40500240,5,0,0
28716000,1103,1,1
28721880,108,2,1
13300920,144,4,1
35103000,8,0,0
12718980,53,0,0
15900000,220,8,1
2602260,783,9,1
14000640,18,0,0
100000800,44,1,1
5500260,16,1,0
38500140,8,1,0
13104540,23,0,0
21400680,34,0,0
4200180,160,2,0
11900220,31,0,0
4000080,6,0,0
3800940,44,0,0
45600000,9,0,0
100018800,13,0,0
26401980,1,0,0
33000540,13,0,0
16800300,230,4,2
27700020,120,3,3
6100140,1448,58,13
17500560,199,10,5
2701560,111,0,0
7005960,66,2,0
26203560,305,9,1
7101120,35,0,0
100011300,3,0,0
26500680,171,0,0
40500480,14,0,0
26025000,14,0,0
100026180,3,0,0
30900420,56,1,0
10400760,12,0,0
26405400,42,0,0
26202900,505,16,10
28718700,486,4,4
12708360,73,5,1
2500920,773,12,2
13500300,38,0,0
13700100,146,4,1
20700240,19,1,0
52900020,131,3,0
21400860,6,0,0
25503420,1,0,0
26023440,33,7,2
25700460,25,0,0
9101400,16,1,1
32801040,109,0,0
27202020,6,0,0
25505160,1,0,0
26205480,36,1,0
12703740,30,1,0
26028120,1,0,0
21401640,17,0,0
12707760,10,1,1
27200400,11,0,0
100008900,27,0,0
28720920,51,0,0
22300020,155,0,0
35900040,26,0,0
55300080,20,1,0
15200160,31,0,0
7101300,198,1,3
100022220,30,0,0
15901860,11,0,0
16700340,1,0,0
15100080,316,8,1
26012280,10,0,0
12704040,100,4,0
100001220,326,10,1
7005060,834,28,6
22900020,1,0,0
17900220,53,0,0
7300500,40,2,0
2702100,48,1,0
26007960,7,0,0
26017020,22,1,0
23000280,18,0,0
17601900,9,1,0
4500780,2,0,0
100004220,9,0,0
5000760,17,0,0
100003020,29,0,0
4804680,48,0,0
28721400,214,12,6
12700080,32,0,0
12301200,48,0,0
12301380,58,0,0
13900020,2,0,0
27200700,2,0,0
47800020,48,0,0
28101360,31,0,0
4201140,46,1,1
26008440,1,0,0
58200000,44,0,0
26205660,61,2,0
7006560,198,1,2
28714140,101,1,0
17301840,89,5,1
100020960,89,6,5
28711860,316,3,0
22700160,291,5,1
55400160,38,0,0
20500080,26,0,0
100005960,12,0,0
22700460,86,0,0
26405340,187,1,0
12708960,58,2,2
27701040,39,0,0
20100360,22,0,0
6301800,177,10,2
35108880,7,0,0
26016780,3,0,0
12600060,3194,66,18
12717840,53,2,0
2501460,1,0,0
100016880,3,0,0
21411060,16,0,0
12705480,4,0,0
18300540,19,1,1
50300340,20,0,0
24900060,10,0,0
100003740,17,2,1
6100200,914,29,11
8901660,76,0,0
16000920,23,0,0
26403420,149,6,4
17302740,9,0,0
43300080,32,0,0
26203260,1,0,0
14300040,17,0,0
32601120,6,0,0
21405900,101,0,0
6400200,115,0,0
6600780,65,3,1
11400660,50,2,1
28713840,91,1,0
1004100,104,0,0
28717560,26,0,0
26200260,3,0,0
44100000,24,0,0
28704120,379,4,0
60900000,2431,110,26
29502720,14,0,0
21408180,261,5,1
26023200,8,0,0
25505880,2,0,0
22500120,382,18,5
28711680,7,0,0
28720980,70,6,1
23000460,334,24,3
25501140,1,0,0
20200080,83,3,1
100000440,108,0,0
45600780,2,0,0
1701540,65,0,0
45600420,53,1,0
13901580,1,0,0
3200400,592,6,0
18300840,4,0,0
2400060,39,0,0
26500260,13,0,0
28500060,33,0,0
25501020,3,0,0
28711980,65,0,0
26400240,173,5,2
26405220,1,0,0
12706020,9,0,0
100025220,4,2,0
4802400,2563,121,44
26004300,24,1,0
6801300,26,0,0
6301980,4709,330,72
45400140,219,2,2
26003160,6,0,0
38300640,10,0,0
100020600,2,0,0
13104660,12,0,0
25510260,12,0,0
27800160,1,0,0
9200520,20,0,0
21900240,4,0,0
12713220,76,2,0
26600700,52,0,0
19002060,1,0,0
24601440,1,0,0
100016220,1,0,0
3600660,10,0,0
16100040,64,2,0
25504200,1,0,0
100000380,32,1,0
13900200,12,0,0
26009880,2,0,0
60000000,174,3,0
1004340,4964,195,63
13902480,17,0,0
45601740,25,0,0
1801980,990,24,7
12706680,10,0,0
52000020,3,0,0
26026680,11,0,0
40600020,53,7,2
11500320,380,25,5
5800740,1,0,0
4400220,341,0,0
17303280,67,1,0
14701140,67,0,0
18001680,208,2,1
8800020,1,0,0
23300460,97,2,0
21407760,10,0,0
34200120,81,0,0
13902720,6,0,0
28721220,33,0,0
15901140,40,0,0
27700380,5,0,0
15500100,29,2,1
6300180,58,1,0
28713540,180,0,0
13901760,1,0,0
10700940,1,0,0
23200380,2,0,0
25001520,24,0,0
26201940,16,0,0
25502340,2,0,0
12700680,141,1,0
15100320,1,0,0
15300000,15,0,0
21406140,226,3,1
27700740,196,4,0
40900020,95,0,3
21410940,43,0,0
26013900,7,0,0
12705240,1,0,0
16500000,3969,267,109
26401500,435,0,0
2900340,173,8,6
26022780,4,0,0
5701080,23,0,0
4803660,511,26,6
2501280,18,0,0
22100100,283,0,0
50300160,34,0,0
6701100,222,1,1
100006320,2,0,0
15901740,1,0,0
4803900,137,8,3
10100760,20,0,0
21412020,158,1,1
26012220,30,1,1
26700060,11,0,0
54600240,7,0,0
12300720,42,0,0
7101900,1,0,0
100004940,3,0,0
6701160,4,0,0
28716180,269,5,2
13800540,30,0,0
26401020,95,2,0
45600180,42,0,0
55700100,10,0,0
16700400,42,0,0
29400000,1086,15,5
21900120,10,0,0
12718320,31,1,0
21409980,1,0,0
20200260,3,0,0
28715820,17,0,0
12600120,71,0,0
26026380,12,0,0
17200560,310,0,0
45601440,9,0,0
3600600,95,7,1
16900260,89,6,1
22500300,73,0,0
13500060,392,5,6
15902640,22,0,0
100016340,12,0,0
17500140,168,8,5
45602160,15,0,0
2601420,2240,21,5
13300260,1,0,0
11500500,47,0,0
27201540,42,1,0
10900320,817,19,6
25300500,10,0,0
6500880,1,0,0
18001320,3,0,0
28719900,9,0,0
23900400,7,0,0
25500660,2,0,0
4600680,82,0,1
21404340,79,0,0
13600320,82,0,0
28715160,19,0,0
4201620,8,0,0
21405420,2,0,0
38300520,11,0,0
26404440,84,1,1
35101380,1,0,0
28102860,164,5,1
39500100,112,6,1
9400080,643,25,2
14300100,345,9,2
8902140,1,0,0
24000060,953,27,9
31700040,116,1,1
9700140,417,5,4
100018080,13,0,0
100008600,9,0,0
8300280,5,0,0
100024320,14,0,0
24400140,2,0,0
24100680,1,0,0
100021320,7,0,0
49300020,114,0,0
18001380,185,1,2
13600500,70,0,0
24600000,53,1,0
40500180,17,0,0
100013700,48,1,0
17500380,97,3,1
21410040,4,0,0
18000720,1,0,0
100013880,73,1,0
3300480,548,15,2
6501000,370,20,5
7202700,30,0,0
48300060,84,0,0
49300140,184,1,0
28101900,69,0,0
55400100,14,0,0
100006740,19,0,0
13800600,17,0,0
26026500,6,0,0
28717620,31,0,0
100016100,26,0,0
18300000,350,7,1
40500300,57,2,1
5701260,1,0,0
26028000,10,0,0
7600380,27,0,0
100006080,170,11,1
21407700,16,0,0
100000860,51,1,0
28717920,216,0,2
12201000,3,0,0
26400840,603,19,4
35600160,74,1,0
28101960,51,0,0
56200020,148,1,0
26020200,33,0,0
9600120,4581,92,32
100004880,50,1,1
26601780,2,0,0
4502580,30,1,0
7901100,1873,116,34
27700560,3,0,0
28718460,426,3,1
12900660,3,0,0
26300400,68,0,0
13104360,157,10,0
21408540,38,0,0
3701160,1,0,0
29900100,224,1,0
28716660,123,2,1
35104380,3,0,0
14701080,361,2,1
7203180,7,0,0
21406860,107,0,0
