Affordable brand,romana,15035.060000000005,92
Budget brand,bravo,215.07000000000005,14
Affordable brand,ilife,5631.999999999999,22
Budget brand,piatnik,192.75,9
Affordable brand,rant,6869.510000000002,58
Affordable brand,philips,658690.0100000054,5539
Budget brand,tamiteks,1225.82,25
Budget brand,scoole,99.53,4
Budget brand,vinzer,4240.000000000001,69
Budget brand,bars,68779.07000000031,1107
Affordable brand,mancera,3763.2199999999993,30
Budget brand,tokler,1007.49,13
Budget brand,ecologystone,199.82999999999998,3
Budget brand,festina,1402.3699999999994,17
Mid-range brand,olympus,1910.38,3
Affordable brand,bfgoodrich,25992.050000000003,255
Budget brand,denn,6435.840000000001,167
Budget brand,maxcity,481.35999999999996,11
Affordable brand,deta,7175.069999999999,60
Affordable brand,cezaris,172.18,1
Budget brand,coolfort,380.84000000000003,5
Budget brand,actiontrack,21.85,1
Budget brand,garvalin,4318.269999999999,62
Affordable brand,ccm,9710.169999999998,71
Affordable brand,guerlain,7113.120000000004,66
Budget brand,nexttab,3615.0999999999985,71
Budget brand,mystery,3137.5199999999995,32
Budget brand,sheffilton,21.16,1
High-end brand,viking,1721.28,4
Budget brand,krasatoys,141.32999999999998,3
Budget brand,ortopazl,27.54,1
Budget brand,amtel,2628.9199999999983,72
Affordable brand,blackbox,2457.8100000000004,18
Budget brand,zaharov,7.23,1
Affordable brand,opadiris,1190.0800000000002,10
Affordable brand,quatro,1585.64,7
Budget brand,fisherman,471.16999999999996,8
Affordable brand,jetpik,2539.8299999999995,20
Affordable brand,fisher,4324.960000000001,16
Budget brand,gran-stone,2429.7700000000004,32
Budget brand,bonita,8.88,1
Affordable brand,momentum,213.64999999999998,2
Affordable brand,dds,2808.0199999999995,12
Budget brand,mammut,872.7399999999997,19
Mid-range brand,miele,727.6800000000001,3
Budget brand,ausini,511.4499999999999,21
Budget brand,timberk,30704.060000000183,713
High-end brand,trek,3323.1299999999997,7
Affordable brand,karcher,354062.61000000243,1451
Budget brand,globber,745.28,9
Affordable brand,zoom,177.61,1
Mid-range brand,sony,3862886.299999977,10309
Affordable brand,fresh,110.66,1
Budget brand,wiseson,61.01,1
Affordable brand,rosetta,4048.2900000000004,40
Budget brand,roadstone,17621.87000000001,264
Budget brand,onkron,219.84999999999997,12
Budget brand,rooman,13042.729999999992,219
Budget brand,uragan,855.14,22
Budget brand,cettua,23.47,8
Affordable brand,quechua,1093.96,11
Mid-range brand,umi,69676.47,146
Budget brand,hottek,17.47,1
Budget brand,shima,149.3,2
Budget brand,vihr,4913.380000000002,134
Budget brand,stern,21.6,1
Affordable brand,labo,77.22,1
Budget brand,matador,143782.86999999973,2504
Affordable brand,rokids,674.1400000000001,5
Budget brand,rozenbal,76.44,6
Budget brand,freya,62.96,2
Budget brand,erbis,1858.8299999999997,24
Budget brand,boucheron,204.68,5
Budget brand,nan,950.7100000000003,89
Budget brand,terris,1128.7500000000005,32
Budget brand,akom,32701.84999999994,443
Budget brand,d-clinic,222.91000000000003,7
Budget brand,bona,76.62,1
Mid-range brand,vectron,2340.5899999999997,7
Affordable brand,can-am,4032.59,19
Budget brand,takeit,168.30999999999997,10
Affordable brand,tcl,338507.6900000031,1357
Budget brand,gazpromneft,120.12,9
Budget brand,fivestars,713.05,30
Budget brand,ga-de,481.26,30
Budget brand,lujun,64.35,1
Affordable brand,mamadoma,1939.3,22
Budget brand,bartek,5275.600000000003,67
Budget brand,manuoki,272.44000000000005,20
Mid-range brand,inglesina,2369.42,6
Budget brand,ewt,91.17,1
Budget brand,disney,493.2300000000002,32
Budget brand,gosh,1299.1200000000003,98
High-end brand,mapex,5432.94,8
Affordable brand,fli,990.9899999999998,7
Budget brand,ripol,10.31,1
Budget brand,jinga,2751.1799999999994,133
Affordable brand,force,222173.14999999956,1462
Budget brand,walkmaxx,1095.9000000000003,24
Mid-range brand,lg,5239018.759999935,12879
Mid-range brand,dowontec,1235.5500000000002,3
Budget brand,gionee,880.6,9
Budget brand,tutti,592.04,14
Budget brand,tsubaki,156.57999999999998,13
Affordable brand,salomon,1347.0,7
Mid-range brand,dometic,1737.8100000000002,3
Budget brand,saferich,2131.6000000000004,39
Budget brand,victorinox,463.61,15
Budget brand,kari,12.04,2
Affordable brand,qplay,144.15,1
Budget brand,ibox,39224.240000000114,455
High-end brand,aero,29385.639999999996,55
Budget brand,make-upatelier,101.42,2
Budget brand,topex,177.18,2
Budget brand,bq,33156.700000000004,656
Budget brand,rw,477.29,8
Budget brand,farroad,13675.580000000002,236
Affordable brand,colorful,263.45,2
High-end brand,markbass,500.66,1
High-end brand,weber,303.81,1
Budget brand,tima,129.83,6
Affordable brand,stinger,408.76,3
Mid-range brand,wethepeople,851.5,2
Affordable brand,birusa,5886.139999999999,23
Budget brand,totaku,80.2,4
Budget brand,damper,38.61,1
Budget brand,rimmellondon,7.52,2
Mid-range brand,komfort-s,16373.240000000018,60
Affordable brand,ride,6099.769999999999,23
Budget brand,manhattan,35.43,4
Budget brand,alca,476.2300000000001,11
Affordable brand,ingersoll,112.23,1
Affordable brand,native,5188.319999999997,36
Budget brand,missha,1356.099999999999,62
Affordable brand,master,771.2199999999999,8
Affordable brand,doupro,288.3,1
Budget brand,ansmann,482.36999999999995,22
Budget brand,asil,35.52,2
Affordable brand,vmv,56.6,1
Budget brand,organiczone,21.689999999999998,4
Affordable brand,zhejiangjiajia,1488.0799999999997,7
Budget brand,helios,337.79,12
Budget brand,caravanmusic,1531.5299999999997,17
Affordable brand,leadbros,47205.06000000007,208
Affordable brand,changhong,75351.25999999997,295
Budget brand,kingtony,881.88,14
Budget brand,ocz,153.92,2
Affordable brand,laudio,1199.5300000000002,8
Budget brand,heinz,1.18,1
Budget brand,bradex,1174.7999999999997,53
Affordable brand,vitebskiekovry,1298.63,12
Affordable brand,ombra,2509.44,8
Budget brand,nuxe,206.07999999999998,13
Budget brand,lolsurprise,124.84,3
Budget brand,nokian,438955.9500000038,5981
Mid-range brand,schecter,1579.6,4
Budget brand,kipocket,138.70999999999998,11
Budget brand,victoriassecret,241.9,16
Budget brand,sunfull,54.06,1
Mid-range brand,romack,334.63,1
Budget brand,patrino,1518.3200000000004,17
Affordable brand,afox,620.56,5
Affordable brand,sennheiser,6024.95,61
Budget brand,shoiberg,222.39,4
Budget brand,luxuryconcept,57.66,1
Budget brand,g-cube,72.14,4
Budget brand,llorens,8702.829999999998,201
Affordable brand,nuna,4082.9800000000005,18
Budget brand,dendy,1039.44,17
Budget brand,cacharel,1060.2099999999998,24
Affordable brand,goodyear,119160.49999999975,1149
Affordable brand,belecoo,88921.38999999997,745
Mid-range brand,siberia,761.66,2
Affordable brand,trinx,1687.31,10
Budget brand,carters,416.74999999999994,15
Budget brand,palisad,100.4,4
Budget brand,dfz,0.9,1
Affordable brand,glasman,9703.92,68
Budget brand,ea,41043.49000000062,654
Budget brand,anytek,7537.150000000011,88
Budget brand,plamers,4.73,1
Budget brand,bisou,12.479999999999999,3
Budget brand,finish,578.5500000000002,25
Budget brand,infinity,2975.6200000000003,30
Budget brand,calorie,815.5799999999998,27
Affordable brand,axis,13688.41999999999,98
Budget brand,knauf,22.71,5
Budget brand,centara,251.48000000000002,4
Affordable brand,bestway,9751.160000000009,102
Budget brand,farmavita,117.12,2
High-end brand,rcf,574.47,2
Budget brand,granicom,358.30999999999995,6
Affordable brand,strong,679.5600000000001,6
High-end brand,bork,26349.34000000001,53
Budget brand,shoesrepublic,69.5,1
Affordable brand,alesis,16420.280000000013,88
Affordable brand,mart,15311.739999999978,286
Budget brand,clarion,128.67,2
Budget brand,taller,173.83,8
Budget brand,ultraflash,9.68,1
Budget brand,xinyu,17.96,2
Affordable brand,orivel,141.66,1
Budget brand,avs,1578.3200000000004,24
Budget brand,willmark,14000.370000000072,660
High-end brand,russia,1605.96,1
Affordable brand,longstyle,2061.81,9
Budget brand,colorfix,56.42,5
Affordable brand,brahner,556.02,6
Budget brand,global,23.040000000000003,5
Budget brand,shakira,165.36,10
Budget brand,zalman,669.4399999999999,15
Budget brand,metrot,143.76,3
Affordable brand,reebok,13918.629999999988,125
Affordable brand,kirovit,93.43,1
Budget brand,winda,95.03,1
High-end brand,garmin,196668.64000000004,354
Affordable brand,columbia,3406.1000000000004,26
Budget brand,crunch,90.09,1
Budget brand,pituso,12800.589999999991,128
Affordable brand,delta,68646.08000000002,606
Affordable brand,denzel,27017.69999999999,108
High-end brand,libero,783.3000000000001,2
Budget brand,pixiebelles,42.99,1
Affordable brand,greentree,128.68,1
Budget brand,basik,283.09999999999997,14
Budget brand,toro,1288.539999999999,87
Affordable brand,atlantic,24612.029999999973,125
Budget brand,svc,7944.800000000002,183
Budget brand,danielklein,4737.780000000002,122
Budget brand,marmiton,29.51,4
Budget brand,picard,4707.950000000002,49
Budget brand,forlux,2064.7,29
Affordable brand,m-audio,11618.599999999995,81
High-end brand,mercury,35557.65,26
Budget brand,zarkoperfume,128.7,5
Budget brand,chloe,4430.92,64
High-end brand,smeg,81794.9999999999,173
Budget brand,jet,8181.799999999979,262
Affordable brand,kenwood,187360.88000000056,855
Budget brand,iddis,705.3500000000001,6
Budget brand,goform,5049.960000000003,75
Budget brand,jvc,26495.420000000053,353
Budget brand,funville,28.26,2
Budget brand,furreal,57.66,1
Budget brand,air-cool,77.10999999999999,5
Mid-range brand,author,771.44,3
Mid-range brand,powcan,9202.35,30
Budget brand,alphard,13549.720000000001,149
Budget brand,dickie,111.06000000000002,6
Budget brand,hatchimals,243.47,3
Affordable brand,llarri,410.84,4
Budget brand,juventa,295.36,4
Mid-range brand,stihl,49645.23999999999,181
Budget brand,gembird,142.85,5
Budget brand,p.i.t.,4993.11,92
Affordable brand,boccia,15026.589999999995,123
Affordable brand,phanteks,202.29000000000002,3
Budget brand,walfix,277.96999999999997,15
Mid-range brand,stokke,257.38,1
Budget brand,metalions,67.71,1
Budget brand,cnd,940.5699999999999,10
Budget brand,hubeiindustrialaimiletrading,350.08,4
Budget brand,nivea,142.89,38
Budget brand,altenzo,2678.82,31
Budget brand,wster,1041.6399999999999,29
Mid-range brand,wagner,4478.119999999999,13
Affordable brand,cardrox,299.98,1
High-end brand,preciosa,511.3,1
Budget brand,huile,278.89,15
Budget brand,lamarkahome,36.46,1
Budget brand,jockey,404.03,4
Budget brand,elbasco,4.14,1
Budget brand,sunbody,120.98,2
Budget brand,rossinka,396.53,13
Budget brand,julbo,210.31,3
Budget brand,concept,57.92,5
Budget brand,babylisspro,2320.63,35
Budget brand,sofit,173.64000000000001,3
Mid-range brand,olsa,1687.65,4
Budget brand,mauboussin,149.0,2
Affordable brand,reima,3422.920000000001,23
Budget brand,ladida,169.85999999999999,6
Affordable brand,indesit,1306939.3299999922,5187
Budget brand,tamaris,3223.729999999998,43
Budget brand,carpet,12.01,1
Affordable brand,huion,9755.859999999999,68
Budget brand,burberry,1774.3400000000006,29
Budget brand,boyscout,207.24999999999997,30
Budget brand,calypso,161.14,3
Budget brand,bestoy,12797.749999999964,201
Budget brand,hitechnic,1250.2800000000004,31
Budget brand,ditreex,42.73,1
Budget brand,nika,65125.57000000002,1371
Budget brand,sega,465.65999999999997,9
Affordable brand,atoll,5544.339999999998,54
Affordable brand,strunal,308.89,1
High-end brand,chigo,8923.8,22
Budget brand,pasabahce,487.5699999999995,76
Budget brand,ambition,54.06,3
Budget brand,bombora,35.099999999999994,4
Budget brand,denso,10.04,1
Budget brand,adelline,67.45,8
Budget brand,sms,329.28000000000003,32
High-end brand,kaiser,11971.140000000003,31
Budget brand,poppops,11.04,1
Budget brand,gornica,43.75,1
Budget brand,regatta,14.93,1
High-end brand,nik,3325.6,4
Budget brand,tp-link,87312.13000000024,1155
Affordable brand,fiio,245.70999999999998,4
Budget brand,maytoni,333.55999999999995,4
Budget brand,babyhit,178.79,2
Budget brand,trendbeauty,9.78,1
Affordable brand,gabor,683.14,6
Affordable brand,zobo,1494.56,7
Budget brand,maxima,466.08000000000004,18
Affordable brand,pirelli,54416.90000000004,534
Budget brand,dagee,32.230000000000004,11
High-end brand,mystar,2702.7,3
Budget brand,eurogold,15.4,2
Budget brand,piter-trejd,7.61,1
Affordable brand,hansa,378321.37000000075,1540
High-end brand,divalux,1976.8,2
Budget brand,alexrojo,417.0,6
Budget brand,pisen,16.87,1
Affordable brand,hq,61.72,2
Budget brand,riche,478.19,17
Affordable brand,artway,429.85999999999996,4
High-end brand,synology,355.99,1
Budget brand,abtoys,46.31,1
Mid-range brand,stark,36049.51999999998,74
Budget brand,dilis,119.19000000000003,11
Budget brand,guerisson,41.349999999999994,4
Affordable brand,daisy,5748.779999999998,40
Affordable brand,battipav,3563.44,15
Budget brand,greenway,516.01,8
Mid-range brand,tutis,4435.96,10
Affordable brand,aces,86.49,1
Budget brand,lubereckiekovry,45.16,1
Budget brand,baboo,257.1,10
High-end brand,joyor,1945.9899999999998,3
Budget brand,dearest,694.95,15
Affordable brand,dkny,6163.12,57
Budget brand,puckator,77.16,4
Budget brand,alaskaoriginale,21.88,1
Budget brand,kingslong,274.13000000000005,7
Affordable brand,forward,2284.08,26
Affordable brand,mydean,154.44,1
Budget brand,yunteng,630.6500000000001,9
High-end brand,permanence,3616.4300000000003,5
Budget brand,stavia,43.45,1
Affordable brand,jonnesway,129.99,1
Budget brand,asel,49573.75000000012,958
Budget brand,minerva,2235.1899999999996,27
Budget brand,gimi,1260.0199999999998,54
Budget brand,fisherprice,114.77,3
Affordable brand,berkut,1162.72,5
Affordable brand,fitwell,1251.74,11
Budget brand,derspur,290.34,6
High-end brand,hitachi,9874.190000000004,27
Budget brand,lorelli,24062.639999999974,314
Affordable brand,besafe,342.36,2
High-end brand,kurzweil,108287.38000000003,108
Affordable brand,veritas,4438.69,29
Budget brand,desatoekorolevstvo,95.62999999999998,5
Affordable brand,simfer,6160.519999999998,29
Budget brand,tuka,1054.13,48
Budget brand,mutant,6338.039999999996,141
Mid-range brand,centrpravilnogosna,8705.5,25
Affordable brand,marcomenti,8862.499999999998,58
Budget brand,packing,77.73,1
Mid-range brand,alexika,412.37,1
Budget brand,bourjois,940.28,102
Budget brand,chameleon,497.58,12
Mid-range brand,sunday,535.4,2
Affordable brand,tridevatoecarstvo,1132.6,4
Affordable brand,avina,190.29,1
Affordable brand,citizen,5138.55,36
Affordable brand,ergo,44749.83999999999,164
Affordable brand,sheba,2913.8999999999987,22
Affordable brand,ara,1745.1600000000005,12
Affordable brand,bosch,1832717.5000000028,8010
Budget brand,ugreen,121.87999999999998,13
Mid-range brand,xp-pen,12458.819999999998,45
Mid-range brand,gree,20031.350000000002,72
Budget brand,exnihilo,568.86,15
Affordable brand,heyner,809.0300000000001,7
Affordable brand,nzxt,1800.09,11
Budget brand,vitek,231470.26999999766,5423
Affordable brand,rode,921.52,5
Budget brand,mastela,360.11,5
Mid-range brand,liv,1358.07,4
Affordable brand,marcjacobs,332.65999999999997,2
Affordable brand,qiangchi,2807.53,21
Budget brand,eveline,4.89,1
Budget brand,agatharuizdelaprada,418.28999999999996,9
Budget brand,volta,12161.010000000017,283
Budget brand,babyono,129.12,4
Budget brand,kx,1314.5199999999998,37
Budget brand,voyager,72.08,2
Affordable brand,royallondon,498.84,4
Budget brand,lancome,14394.48000000001,195
Mid-range brand,tanglewood,1171.21,4
High-end brand,doohan,2181.26,2
Budget brand,cressi,40.93,1
Budget brand,trianglegroup,152.9,2
Affordable brand,michelin,130363.23000000029,999
Budget brand,hb,2492.7200000000016,77
High-end brand,cybex,61296.68999999997,89
Budget brand,gemei,725.5700000000002,30
Affordable brand,ildi,160.1,1
Affordable brand,kitfort,65362.050000000025,595
Affordable brand,romer,145.43,1
Budget brand,pintinox,150.84,3
Budget brand,rubiks,25.46,1
Mid-range brand,gopro,66803.10000000003,144
Affordable brand,dior,56479.06000000007,443
Mid-range brand,easywalker,3959.7,10
Affordable brand,klima,16158.689999999999,90
Mid-range brand,emer,797.96,2
High-end brand,asus,1665811.5899999985,3062
Budget brand,ritmix,7293.440000000007,391
Affordable brand,xing,6186.039999999999,33
Budget brand,triangle,235502.60000000676,4741
Affordable brand,hangover,3890.109999999999,17
Budget brand,eksmo,97.84999999999998,15
Affordable brand,konov,365.51,2
Affordable brand,kivi,378694.21000000124,1365
Budget brand,gigazone,15.36,2
Budget brand,delkor,594.5999999999999,5
High-end brand,radaway,1340.52,2
Budget brand,machaon,1227.0099999999998,37
Budget brand,mattel,761.55,46
Budget brand,welly,724.4799999999994,94
Affordable brand,roxy,1397.3299999999997,9
Affordable brand,jetem,669.26,1
Affordable brand,estap,169.04,1
Affordable brand,hayali,934.3800000000001,12
Budget brand,eco,43.66,4
Budget brand,barneo,4069.9699999999993,60
High-end brand,smart,54534.06999999999,88
Budget brand,drsea,62.55,5
Affordable brand,listvig,501.44,4
Mid-range brand,zanussi,3568.5699999999997,14
Budget brand,cantra,24407.81000000001,276
Affordable brand,tomahawk,5354.220000000003,53
Budget brand,sksportivnaakollekcia,729.72,20
Affordable brand,zeppelin,9199.189999999999,65
High-end brand,firman,7120.6900000000005,22
Budget brand,rombica,2012.8200000000004,55
Affordable brand,speroni,156.76,1
Budget brand,nanga,33.46,1
Affordable brand,bridgestone,119383.75000000001,813
Budget brand,babor,3935.2499999999977,62
Budget brand,starway,259.1599999999999,19
Mid-range brand,maxmara,306.06,1
Affordable brand,rivertoys,51786.639999999956,325
Budget brand,crown,52218.57000000011,961
High-end brand,medeli,5230.49,18
Mid-range brand,yamato,1435.31,4
Mid-range brand,milano,966.07,5
Budget brand,popurri,73.88999999999999,7
Budget brand,crockid,282.73,43
Budget brand,roadmarch,2181.420000000001,55
Budget brand,energizer,2610.3999999999987,28
Affordable brand,forza,570.35,6
Affordable brand,basaran,25.74,1
Budget brand,nillkin,68.83,10
Budget brand,aruna,18.98,3
Budget brand,lego,21167.24999999998,330
Budget brand,avtotent,64.35,1
Budget brand,bardahl,2096.9200000000023,75
Mid-range brand,sharp,411.83,1
Affordable brand,hauck,573.5,2
Mid-range brand,pinghudakebabycarrier,2391.57,6
Budget brand,enlightenbrick,2.91,3
Affordable brand,millet,82.11,1
Budget brand,derevaski,5.78,1
Affordable brand,solomon,4095.09,12
Budget brand,royalblack,520.4,10
Affordable brand,kartal,18416.84,90
Affordable brand,arena,106.82,5
High-end brand,sevenfriday,4450.57,3
Budget brand,interos,156.88,2
Budget brand,helfer,74.65,1
Budget brand,akro,72.85,1
Budget brand,agness,1228.7699999999998,40
Affordable brand,gladen,296.01,2
Budget brand,nutrilon,1619.0200000000011,131
Budget brand,inkax,20.529999999999998,5
Mid-range brand,remo,732.0699999999999,2
Budget brand,dub,20.46,3
Budget brand,tpmaster,205.9,10
Affordable brand,skagen,3211.3700000000003,19
High-end brand,riviera,8443.97,17
Budget brand,suave,527.7,5
Budget brand,ves,60.260000000000005,3
Affordable brand,adriatica,4994.219999999998,29
Budget brand,glamglow,1377.5099999999995,38
Budget brand,gulliver,174.39999999999998,4
Budget brand,rextor,783.23,16
Budget brand,dispho,160.9,5
Affordable brand,focal,3502.760000000001,23
Budget brand,elizavecca,501.75000000000017,38
Mid-range brand,schaublorenz,10789.84,26
Budget brand,halei,351.33000000000004,21
Affordable brand,ching-ching,1225.43,10
Budget brand,qazprotein,83.02,5
Budget brand,alphaline,1110.97,12
Budget brand,anskin,28.95,5
Mid-range brand,char-broil,275.43,1
Affordable brand,pensofal,387.66,2
Budget brand,muqajankz,902.1700000000008,36
Affordable brand,horizont,22855.08000000002,189
Budget brand,huanger,2135.8600000000024,88
Budget brand,perina,523.66,6
Budget brand,geneticlabnutrition,109.19000000000001,7
Budget brand,tv-shop,433.1600000000001,17
High-end brand,liberty,592.04,1
Budget brand,autoprofi,939.4899999999998,17
High-end brand,uno,41260.749999999985,79
High-end brand,leica,876.39,4
Affordable brand,mercedesbenz,579.15,5
Budget brand,geoffanderson,133.2,3
Budget brand,polaroid,661.7700000000001,10
Budget brand,strobbs,21347.340000000047,356
Affordable brand,amazon,9935.959999999997,47
Budget brand,galaxy,19598.24000000008,681
Mid-range brand,persona,342.35,1
Budget brand,ipower,32.769999999999996,7
Budget brand,sulu,3320.4599999999973,39
Budget brand,madcat,70.89,1
High-end brand,whirlpool,21923.65,42
Budget brand,cailyn,178.37,7
Affordable brand,teslastyle,578.11,4
Budget brand,drjart,2353.3399999999992,93
Affordable brand,sjrc,4700.55,16
Budget brand,ekel,13.26,2
Affordable brand,gorenje,143161.08000000071,697
Budget brand,beyonce,25.48,1
Budget brand,geil,11051.229999999983,229
Affordable brand,zapco,167.31,1
Budget brand,agu,691.6899999999999,8
Budget brand,apollo,983.3299999999997,65
Mid-range brand,broomer,828.86,2
Budget brand,newbright,41.16,1
Budget brand,tactic,23.909999999999997,2
Budget brand,polo,53.97,3
Affordable brand,jiaxingharleybabycar,436.55999999999995,2
Budget brand,budibasa,12.41,1
High-end brand,netechnics,55065.19999999996,67
High-end brand,mak,7966.74,10
Budget brand,finezza,103.55,5
Budget brand,nexpero,24539.049999999923,329
High-end brand,husqvarna,7907.420000000002,19
Budget brand,mitte,22.63,1
Budget brand,lord,23.17,3
Budget brand,ningbo,40.07,1
Budget brand,portcase,558.8899999999995,68
Budget brand,niznekamsksina,1040.21,22
Affordable brand,morel,1598.4999999999998,17
Affordable brand,mantra,793.27,6
Mid-range brand,maomaoku,15483.439999999993,46
Affordable brand,nanotex,226.52,1
Budget brand,sven,27481.89999999999,774
Affordable brand,fila,17129.08000000001,149
High-end brand,ostamebel,45416.01000000001,64
Affordable brand,continental,63769.33000000002,451
Budget brand,fancy,145.42999999999998,7
Affordable brand,einhell,4246.699999999998,45
Affordable brand,stagg,20505.339999999993,183
Budget brand,veston,2365.6699999999996,58
Budget brand,lovular,241.43999999999997,13
Affordable brand,cocoonababy,168.6,1
Budget brand,bertoni,5340.2400000000025,94
Mid-range brand,joieanglia,372.98,1
Budget brand,rochas,827.0799999999999,13
Budget brand,lezard,9.19,1
Budget brand,kerasys,75.18,14
Affordable brand,kaemingkbv,305.85999999999996,4
Affordable brand,adagio,797.97,7
Budget brand,timson,359.30000000000007,20
Affordable brand,toyland,473.11,2
Budget brand,hohner,107.08,1
Mid-range brand,startradingab,702.72,1
Affordable brand,yasin,164472.36999999936,670
Budget brand,trebl,15581.720000000016,204
Budget brand,castrol,232.14,9
Budget brand,plextor,2009.9700000000003,26
Budget brand,solostyle,2571.3099999999995,42
Budget brand,butterfly,247.04999999999998,4
Budget brand,babytime,7912.730000000001,131
Budget brand,batik,32.28,6
Budget brand,babybotte,125.60999999999999,4
Affordable brand,swatch,5376.760000000001,46
Budget brand,idealspaten,11.61,1
High-end brand,otan,6473.770000000001,12
Budget brand,avatar,4896.3600000000015,63
Affordable brand,htc,6267.229999999997,46
Budget brand,x-level,182.73000000000002,13
Budget brand,tsv,64.89,1
High-end brand,takamine,1709.1499999999999,2
Affordable brand,dizel,2951.1099999999988,25
Affordable brand,intego,4185.339999999999,35
Affordable brand,edcon,247.11,3
Mid-range brand,adamex,13758.400000000003,34
Budget brand,estrade,15.44,3
Budget brand,zinc,34.18,2
