anti_freeze,Budget brand,wurth,63497.42999999949,3160
"",Mid-range brand,roca,171941.45999999964,1075
"",Budget brand,tenda,56402.71000000001,1594
shoes,Budget brand,strobbs,3751543.129999949,65518
bed,Affordable brand,incanto,5238810.620001707,31267
living_room,Mid-range brand,inglesina,32640.02999999998,185
living_room,Affordable brand,stendmebel,912711.3200000257,5047
"",Budget brand,oitez,9201.700000000028,167
kitchen,Budget brand,unit,308082.9500000014,4658
peripherals,Budget brand,wintek,1554.7800000000018,177
mouse,Affordable brand,gigabyte,8556.389999999989,254
shoes,Affordable brand,cavaletto,778955.2200000259,4052
construction,Affordable brand,granfest,304.87,6
auto,Budget brand,voin,2918.2100000000023,77
construction,Budget brand,ampm,423.03,3
headphone,Affordable brand,beats,1908180.14999996,8491
"",Budget brand,odeonlight,994.5200000000001,23
electronics,High-end brand,louiserard,2766268.130000012,1432
kids,Budget brand,vdovichev,219.27999999999992,37
"",Budget brand,nuk,6067.260000000011,148
"",Mid-range brand,milwaukee,77299.34,235
bicycle,Mid-range brand,stark,31060.500000000036,74
"",Budget brand,denn,22091.790000000063,1122
tools,Affordable brand,polti,115845.66000000016,455
"",Mid-range brand,cmt,61342.27000000007,127
hob,Mid-range brand,fagor,24196.199999999997,63
"",Affordable brand,dulevskijfarfor,88198.22000000003,771
player,Budget brand,swat,1212400.3900000234,13896
components,High-end brand,smart,9322.420000000035,425
stationery,Budget brand,crown,57.48,12
"",Budget brand,feron,954.5799999999984,389
washer,High-end brand,teka,264241.0000000004,363
apparel,High-end brand,seed,11141.040000000008,59
"",Budget brand,bethesda,54834.72000000078,2440
apparel,Budget brand,bond,16219.000000000045,700
"",High-end brand,aero,20770.459999999977,77
"",High-end brand,molodecnomebel,610003.369999999,388
microwave,High-end brand,siemens,65071.16000000005,77
bag,Affordable brand,scierra,5793.000000000006,93
"",Affordable brand,sledopyt,412661.36999997974,3540
"",Affordable brand,aquaton,5045.730000000001,41
audio,Affordable brand,sennheiser,1092604.4799999865,7936
environment,Affordable brand,zubr,192354.00000000084,626
audio,Budget brand,jabra,300876.94999999576,4385
sport,Mid-range brand,dahon,313776.5400000026,693
toys,Budget brand,barbie,522.2400000000004,102
computers,Affordable brand,midea,474603.77999997005,7450
"",Budget brand,yegam,849.2399999999992,225
"",Affordable brand,ural-mikma-term,44359.520000000026,288
"",Budget brand,provoc,2317.7399999999975,119
bedroom,Affordable brand,brevi,16370.640000000018,106
bedroom,Affordable brand,incanto,5238810.620001707,31267
toys,Budget brand,jimcarrey,3175.5099999999984,294
headphone,Affordable brand,fostex,3329.0999999999995,48
headphone,Affordable brand,marshall,2072746.7100002978,19085
carriage,Budget brand,hubeiindustrialaimiletrading,44285.11999999972,506
tshirt,Budget brand,puma,5081.130000000005,153
electronics,Budget brand,troyka,33445.559999999445,2764
toys,Budget brand,altacto,1636.4699999999996,189
"",High-end brand,protherm,227557.00999999986,374
toys,Affordable brand,peg-perego,1586.629999999999,54
clocks,Mid-range brand,versus,130815.50000000047,414
electronics,Mid-range brand,headrush,32335.169999999936,105
auto,Budget brand,kingtony,1297.31,7
"",Mid-range brand,totalbox,155294.38000000018,371
"",Affordable brand,omoikiri,271322.64999999775,1021
living_room,Budget brand,zlatek,138137.8300000025,2929
blender,Mid-range brand,electrolux,37191.38999999976,361
"",Affordable brand,arena,353159.8900000009,3128
furniture,Affordable brand,brevi,52835.5599999998,434
"",Budget brand,mattel,289212.7200000005,6354
coffee_machine,Affordable brand,xiaomi,3113.5399999999995,22
"",Budget brand,cifyurm,68230.11999999826,2455
"",Affordable brand,versace,3551342.480000592,54462
"",Budget brand,alondra,3449.1600000000008,67
kids,Budget brand,x-game,38168.0899999979,4704
oven,High-end brand,whirlpool,400993.4200000014,871
skates,Budget brand,toocool,2743.0999999999995,95
"",Budget brand,esthetichouse,13237.909999999882,1332
"",Budget brand,worth,5813.279999999999,66
scales,Budget brand,saturn,57303.569999999956,5587
appliances,Budget brand,regent,136129.4700000009,1489
"",Budget brand,eos,761.8300000000002,37
auto,Mid-range brand,mateus,292577.2099999995,745
"",Budget brand,jsq,2089.360000000001,82
"",Budget brand,sindbad,405.0600000000001,30
electronics,Budget brand,naranda,11692.959999999992,126
electronics,Budget brand,hiper,77727.18000000015,1880
bed,Mid-range brand,rajton,225109.61000000162,546
welding,Affordable brand,zubr,2076782.81,2846
bed,Affordable brand,skv,20668.200000000004,116
toys,Budget brand,stuntcar,9235.970000000001,305
kids,Budget brand,magic,3732.9500000000025,151
"",High-end brand,buderus,2803911.3800000427,2723
"",Mid-range brand,rial,3417503.7499999325,8312
furniture,High-end brand,cybex,1151078.5099999863,3985
kids,Budget brand,gulliver,192879.3000000203,10134
kids,Budget brand,kskids,1778.8000000000004,58
generator,Affordable brand,forza,418475.76999999944,1110
acoustic,High-end brand,takamine,1977832.9000000232,1107
keds,Budget brand,biomecanics,24459.389999999938,664
"",Affordable brand,raval,36653.20999999999,161
ski,Mid-range brand,dynastar,130068.70999999989,294
blender,Budget brand,maxwell,252721.07000001086,10760
"",Budget brand,cressi,2660.4499999999985,65
iron,Affordable brand,bosch,1445183.9899999916,8698
"",Affordable brand,casper,1052631.7499998647,9081
chair,Budget brand,shenma,551859.3500000386,9745
"",Mid-range brand,fly,9330188.06999973,8843
radar,Budget brand,ibox,1218779.7599999793,17563
cartrige,Budget brand,crown,57.48,12
electronics,Budget brand,joker,11932.819999999996,122
"",Mid-range brand,quiksilver,138.74,1
electronics,High-end brand,msi,7826.229999999983,120
"",Affordable brand,spinmaster,4936.799999999997,34
memory,Budget brand,crucial,369492.27999999403,5821
bicycle,Affordable brand,haro,983910.7499999944,3303
hair_cutter,Affordable brand,jaguar,34927.3499999998,209
"",Budget brand,puma,3609.190000000008,99
electronics,Budget brand,hoco,71593.6999999988,3470
kitchen,Mid-range brand,startline,16713.24000000001,86
electronics,Budget brand,maono,723.3000000000001,10
skates,Mid-range brand,smoby,391.86000000000007,9
bath,Mid-range brand,am.pm,1360.75,5
"",Mid-range brand,akva,37397.86000000004,102
country_yard,High-end brand,daewoo,77098.94000000008,218
power_supply,Budget brand,hiper,5255.299999999989,132
projector,Affordable brand,panasonic,8845.1,11
auto,Affordable brand,stinger,33814.44999999992,484
"",Budget brand,nmp,3990.5799999999986,61
"",Budget brand,asel,42414.49999999963,646
video,Budget brand,bq,679620.0799999831,5126
electronics,Budget brand,superlux,16349.779999999962,253
apparel,Budget brand,noopies,330.53999999999996,9
"",Budget brand,lindsay,163.67999999999992,24
apparel,Affordable brand,tomfarr,966029.0099999078,18083
auto,Affordable brand,mio,409937.87999999797,2980
desktop,High-end brand,smart,2.144802255999893E7,19118
"",Budget brand,veston,207294.2699999982,5589
computers,High-end brand,alser,4968629.930000073,7354
acoustic,Budget brand,ortega,589.46,5
environment,Budget brand,etalon,26891.31999999996,520
toys,Budget brand,bestoy,610615.539999998,9694
electronics,Affordable brand,tcl,2.335707663000043E7,81246
computers,Affordable brand,wd,6399.14,49
bathroom,High-end brand,libero,114052.82,147
audio,Budget brand,hercules,2702.999999999998,50
computers,Budget brand,smartbuy,1048.34,100
"",Budget brand,cablexpert,82524.2400000003,3049
"",Budget brand,kukmara,652915.250000019,16363
"",Affordable brand,jinyu,13184.46,49
appliances,Mid-range brand,delonghi,3.089237846999503E7,70646
scales,Budget brand,momert,21994.900000000034,335
refrigerators,High-end brand,alpicool,439332.3999999991,663
bicycle,High-end brand,hadaa,847.14,1
audio,Budget brand,graffitisound,8031.200000000002,172
"",Budget brand,wader,226.58,12
"",Affordable brand,andrea,1191.27,7
water_heater,Budget brand,fais,170.92,2
"",Budget brand,berber,9576.87999999993,580
construction,High-end brand,schneider,77868.07999999965,451
faucet,Budget brand,remer,1286.2200000000003,22
smartphone,Budget brand,jinga,232561.96000000523,3447
chair,Budget brand,nania,334140.27000000584,5170
monitor,Affordable brand,huntkey,530601.9100000135,2041
shoes,Affordable brand,ralfringer,3311.199999999998,28
"",Budget brand,fit,14038.569999999965,370
"",Affordable brand,nikotex,212454.01999999268,1857
toys,Budget brand,tigres,95.10000000000004,30
appliances,High-end brand,krups,940572.8399999805,1464
computers,High-end brand,aorus,461127.5599999924,782
accessories,Budget brand,petek,1927128.4500001008,23369
keds,Budget brand,puma,1831043.9499997,18366
bag,Budget brand,shoiberg,44004.34000000003,818
"",Budget brand,intex,4478087.599999759,63196
clocks,Affordable brand,leatherman,244145.2000000016,520
"",Budget brand,comfort,9236.56,356
"",Budget brand,bambola,88364.24999999929,3014
"",Affordable brand,antoniolavazza,1904.7900000000002,19
kids,Affordable brand,babymoov,29773.94999999999,220
acoustic,High-end brand,electro-voice,3427055.3899999894,2665
construction,Budget brand,matrix,16361.450000000028,397
"",Budget brand,borasco,765.2699999999999,119
air_heater,Affordable brand,resanta,15016.820000000047,218
screw,Mid-range brand,milwaukee,198.74,1
bicycle,Budget brand,nitecore,46708.97999999998,489
appliances,High-end brand,kuppersberg,1635892.6699999948,1744
"",Budget brand,caramelia,532463.6900000408,16673
shoes,Budget brand,onhillsport,14927.439999999975,268
"",Mid-range brand,masei,191350.60000000164,620
"",Affordable brand,aeroforce,6501477.249999326,46159
bathroom,Affordable brand,cersanit,1056452.6900000088,7994
audio,Affordable brand,admira,136216.39999999848,632
environment,Budget brand,kelli,4034.3500000000035,50
"",Budget brand,eliesaab,1080.66,12
toys,Budget brand,zazu,38.59,1
skates,Budget brand,enchantimals,1026.48,21
clocks,High-end brand,bulova,13549.799999999997,20
tv,Affordable brand,artel,7.071335111993372E7,311139
headphone,Budget brand,sades,2796.130000000002,87
kitchen,Affordable brand,elica,428401.59999999887,1607
"",Budget brand,organickitchen,1711.1999999999907,514
trainer,High-end brand,merach,34119.04000000001,67
"",Budget brand,lysvenskieemali,8545.230000000012,164
"",Budget brand,poppops,1135.0800000000008,142
"",Mid-range brand,melitta,10553.240000000027,1741
compressor,Budget brand,cityup,63784.250000000226,940
"",Affordable brand,bodysolid,1109.4000000000003,10
headphone,Mid-range brand,yamaha,66926.30999999947,673
components,Budget brand,drop,309.4,4
refrigerators,Affordable brand,gorenje,1297521.149999997,2102
appliances,High-end brand,liebherr,1065198.5599999994,779
kids,Budget brand,moony,22251.29000000029,1183
juicer,Affordable brand,kenwood,722215.3100000056,2711
"",Budget brand,milk,51.89,25
appliances,Mid-range brand,obi,503016.19999999716,1602
washer,High-end brand,siemens,375447.20999999956,168
cpu,Mid-range brand,hp,95529.09000000007,114
sport,Budget brand,babyhit,3373.200000000001,30
refrigerators,High-end brand,bonvini,119323.78999999998,107
"",Budget brand,lostkitties,334.9599999999999,22
"",Affordable brand,efp,3831.8299999999995,35
vacuum,Budget brand,unit,60.74,1
kitchen,Affordable brand,tefal,8249217.429997894,62047
"",Budget brand,korda,365.82,14
"",Mid-range brand,ifree,48845.79999999993,147
dolls,Budget brand,nella,490.4600000000001,35
sport,High-end brand,i-velo,1338.0,2
bathroom,Affordable brand,kale,41958.2299999999,320
"",Budget brand,habilead,1360826.8200000753,23847
"",Budget brand,duir,50.610000000000014,7
tv,Affordable brand,shivaki,3639714.7499998026,17431
appliances,Budget brand,ewt,11055.11,132
"",Affordable brand,yst,5621.800000000001,20
massager,Affordable brand,pangao,127896.16000000013,1190
auto,Mid-range brand,metabo,650725.1199999999,579
kids,Budget brand,b-kids,641.62,14
audio,Affordable brand,gamemax,10492.149999999914,454
"",Budget brand,tmnt,17794.979999999894,473
toys,Budget brand,auldey,139.24,4
"",High-end brand,canton,9299.250000000002,25
components,Budget brand,apacer,446496.80000002275,10887
drill,Budget brand,alteco,1744697.4899996896,40378
tools,Budget brand,crown,3741580.4400004284,58141
"",Budget brand,os,15820.860000000022,503
"",Budget brand,petro-canada,17260.01999999985,976
electronics,Mid-range brand,vivo,5.0859131549987786E7,159327
auto,Affordable brand,magma,52779.160000000156,466
"",Affordable brand,ken,15103.289999999975,165
computers,Affordable brand,roeyuta,12424.41,91
appliances,Budget brand,hottek,12803.01999999995,570
kids,Budget brand,maxcolor,8494.200000000006,110
toys,Budget brand,sekiguchi,354.25,13
"",Budget brand,eurotrading,11801.790000000014,131
refrigerators,Affordable brand,bosch,3.375764460000495E7,48630
furniture,Affordable brand,bambini,265840.819999997,2368
skates,Budget brand,graffiti,20077.41000000003,466
sport,High-end brand,nordictrack,1087236.2899999968,431
belt,Budget brand,bond,16219.000000000045,700
toys,Affordable brand,parrot,133029.20000000167,710
"",Budget brand,avaloncarpet,22995.24999999994,256
mixer,Affordable brand,philips,357239.00999997923,5704
accessories,Budget brand,acron,883.8400000000001,58
"",Budget brand,dekok,19033.350000000053,1181
"",Budget brand,wallberry,118417.30000000606,8977
"",Affordable brand,sisley,40534.72999999993,236
"",Budget brand,ramili,20883.949999999877,311
"",Budget brand,selective,35559.8200000003,947
washer,Mid-range brand,haier,1.7394256079996854E7,38375
fan,Affordable brand,tefal,37816.6499999999,506
shoes,Budget brand,garvalin,1154486.1199999934,18670
bedroom,Affordable brand,tridevatoecarstvo,102217.14999999948,361
stationery,Mid-range brand,samsung,23808.390000000105,702
keyboard,Budget brand,razer,423631.09000000515,3288
bag,Budget brand,ritmix,82359.33999999883,12115
keds,Budget brand,vans,90961.23999999995,1221
videoregister,Affordable brand,prestige,6271.680000000003,164
"",Budget brand,compasal,227225.89000001815,5890
player,Budget brand,nakamichi,737041.7600000092,8435
tools,High-end brand,lutian,22473.740000000016,46
refrigerators,Mid-range brand,lg,1.2204214713986507E8,173244
construction,Budget brand,edon,274968.6100000064,6243
ski,Mid-range brand,alpina,16974.97999999997,135
dolls,Budget brand,simba,582733.2499999446,13359
"",Affordable brand,teploross,1341466.3499999987,2908
"",Affordable brand,ibanez,143270.83000000037,499
audio,High-end brand,canton,43982.18999999997,63
"",Budget brand,crystallux,6848.000000000001,89
subwoofer,Affordable brand,morel,375292.5699999974,2810
auto,Budget brand,axper,368000.97000000934,2962
kids,Budget brand,penny,11627.359999999942,274
tools,Affordable brand,midea,155334.95999999883,1833
"",Budget brand,ningbo,2284.08,57
accessories,Budget brand,mad,769.1200000000001,19
microphone,Budget brand,audac,671.8499999999999,9
vacuum,Affordable brand,starmix,93105.42999999992,200
bed,Affordable brand,ikea,610598.1200000067,2379
sport,High-end brand,eltreco,34132.279999999984,52
components,Budget brand,slezakrav,101.84,2
coffee_grinder,Budget brand,scarlett,18893.790000000008,911
bedroom,Affordable brand,bts,3075287.4399994933,19723
construction,Budget brand,cobra,1792.5200000000004,10
"",Budget brand,redragon,29509.99999999938,1879
toys,Budget brand,ladida,45124.949999999764,1423
audio,Affordable brand,fiio,15296.459999999986,220
"",Affordable brand,moldabela,1564127.6400001002,10408
pump,Affordable brand,hyundai,222398.5300000011,2268
carriage,Mid-range brand,cam,237859.41000000012,541
"",Affordable brand,nathan,1412.9500000000003,11
slipons,Budget brand,respect,52913.64000000061,1602
kids,Affordable brand,nuna,512832.3700000124,2093
faucet,Budget brand,akor,59.88,4
"",Budget brand,zic,5749.890000000015,317
vacuum,Budget brand,centek,13150.010000000066,305
"",Budget brand,soundstream,19306.000000000007,100
"",Budget brand,naturerepublic,1482.7300000000014,135
toys,Budget brand,timbergroup,5218.150000000003,85
personal,Budget brand,hottek,5925.580000000005,355
"",Budget brand,gkhair,122075.23000000112,2840
accessories,Budget brand,vicovation,449.20000000000005,5
bag,Budget brand,nexpero,16739.03000000008,449
generator,Mid-range brand,fubag,1993691.5000000126,2179
"",Budget brand,tundra,64945.89999999988,1277
"",Budget brand,secretkey,2244.2100000000055,227
"",Budget brand,stupidcasual,967.0399999999998,38
videoregister,Budget brand,swat,230875.6800000025,4039
personal,Budget brand,first,3626.71999999998,466
pump,High-end brand,kelet,207028.27000000028,180
"",Mid-range brand,yokatta,104966.28999999969,288
peripherals,Budget brand,rapoo,141106.54000000114,4900
environment,Budget brand,termia,203.87999999999997,6
anti_freeze,Budget brand,ravenol,6518.35999999998,321
headphone,Affordable brand,panasonic,173592.78000000154,7233
"",Budget brand,drjart,287153.28999999387,12382
faucet,Mid-range brand,am.pm,51121.67000000012,427
air_heater,Affordable brand,runwin,553.3,5
memory,Budget brand,patriot,122924.03000000193,1532
microwave,Mid-range brand,candy,101701.99999999991,680
accessories,Affordable brand,incar,564452.260000017,3561
"",Affordable brand,resanta,913225.5500000245,3438
"",Budget brand,goodgrill,10731.929999999975,218
"",Budget brand,unison,10398.869999999964,542
headphone,Budget brand,skullcandy,762.7,10
"",Budget brand,kromax,7099.7,271
auto,Budget brand,texet,4688.1900000000005,39
kitchen,Affordable brand,atlant,3.836294300000155E7,134260
accessories,Mid-range brand,ezetil,132138.24999999983,872
skates,Mid-range brand,segway,496688.94000000134,1010
toys,Budget brand,henglei,26855.93999999994,1047
construction,Budget brand,solaris,11963.519999999973,295
"",Budget brand,collistar,203078.6500000005,5862
"",Budget brand,bloomsbury,1839.06,119
blanket,Budget brand,monro,210.91000000000003,11
meat_grinder,Budget brand,aksion,23195.810000000074,313
appliances,Budget brand,sinbo,9095.260000000017,637
generator,High-end brand,senci,2042236.4900000147,1429
refrigerators,Mid-range brand,hotpoint-ariston,1610596.040000015,2026
"",High-end brand,gf,3857183.010000244,5514
memory,Budget brand,hyperx,974587.2299999894,5712
accessories,Affordable brand,ams,1646031.870000253,7329
"",Budget brand,gran-stone,334095.4600000063,4424
"",Budget brand,svoboda,94.64000000000009,56
"",Budget brand,babyliss,2408184.6700003925,37721
drill,Budget brand,edon,38544.479999999545,1541
refrigerators,High-end brand,teka,136578.58000000005,173
hob,Mid-range brand,franke,207818.54999999862,741
saw,Affordable brand,hyundai,96710.08000000053,1327
"",High-end brand,medeli,929596.5500000047,1019
"",High-end brand,russia,401677.8800000006,275
headphone,Budget brand,wuw,5888.149999999997,480
apparel,Budget brand,minimen,26528.11000000005,639
hood,Affordable brand,jetair,344934.0500000013,2036
"",Mid-range brand,komfort-s,422176.0700000012,2340
smartphone,Affordable brand,xiaomi,7.623151720813112E8,3331784
headphone,Budget brand,numark,4920.790000000007,78
bicycle,Mid-range brand,dk,455307.680000001,1308
kids,Budget brand,potatohead,810.4599999999999,14
kitchen,Affordable brand,gerbor,190640.46000000183,1009
computers,Budget brand,logitech,2181947.290000086,26032
clocks,High-end brand,bomberg,1121373.8599999968,765
living_room,Affordable brand,alavann,26326.900000000023,217
bag,Affordable brand,bosch,73255.78999999946,1961
juicer,High-end brand,neo,5532.999999999996,50
